nm0294997	Jason Friedberg	1970	tt1073498,tt1666186,tt0799949,tt1213644
nm0000110	Kenneth Branagh	1960	tt0097499,tt0107616,tt3402236,tt0116477
nm1512910	Duncan Jones	1971	tt0945513,tt1464763,tt1182345,tt0803096
nm1119645	Lynn Shelton	1965	tt1334537,tt1742336,tt2034031,tt8484012
nm0318916	Craig Gillespie	1967	tt0805564,tt2025690,tt5580036,tt1647668
nm1093053	Brian Percival	\N	tt1606375,tt1062205,tt0296484,tt0816442
nm0359387	John Lee Hancock	1956	tt0265662,tt0878804,tt1860242,tt2140373
nm0593610	Mike Mitchell	\N	tt0892791,tt0892782,tt0194006,tt3513498
nm0723597	Anthony Rich	1968	tt0898266,tt0088559,tt2660806,tt2084712
nm1204568	David Von Ancken	\N	tt6461824,tt7861612,tt0325129,tt0479537
nm0138809	John Carney	1972	tt1980929,tt3544112,tt0907657,tt0221559
nm0788234	John Patrick Shanley	1950	tt0099892,tt0112715,tt0918927,tt0093565
nm0870295	Frederick E.O. Toye	1967	tt6156584,tt0475784,tt7949218,tt1190634
nm0603628	Pierre Morel	1964	tt0936501,tt0414852,tt6850820,tt1179034
nm0851930	Alan Taylor	1965	tt1981115,tt0944947,tt1340138,tt0282768
nm0824882	Burr Steers	1965	tt0974661,tt0110912,tt0280760,tt1374989
nm0254178	Adam Elliot	1972	tt0211319,tt0245024,tt0382734,tt0978762
nm0542450	Ethan Maniquis	\N	tt0401792,tt0985694,tt1458169,tt10088006
nm0455078	Michael Patrick King	1954	tt0159206,tt1261945,tt0434672,tt1000774
nm0001814	Gus Van Sant	1952	tt0097240,tt0102494,tt0842929,tt0363589
nm1989536	Marc Webb	1974	tt4094300,tt1022603,tt4481414,tt0948470
nm0281945	Anne Fletcher	1966	tt0395699,tt0462590,tt0427327,tt1041829
nm0751102	David O. Russell	1958	tt0120188,tt2446980,tt1800241,tt1045658
nm0814085	Stephen Sommers	1962	tt0118956,tt1767354,tt1046173,tt0120616
nm0677037	Bob Peterson	1961	tt0266543,tt0198781,tt1049413,tt1453405
nm1191481	Leigh Whannell	1977	tt2490326,tt6499752,tt1591095,tt0387564
nm0764601	Miguel Sapochnik	1974	tt0117951,tt0944947,tt0119535,tt1053424
nm2816668	Matthew Robinson	1978	tt2222042,tt5617712,tt7547410,tt1058017
nm0142286	D.J. Caruso	1965	tt1059786,tt1293847,tt1464540,tt0235737
nm0304541	Dennis Gansel	1973	tt3522806,tt1063669,tt1692504,tt0384369
nm0715636	Peyton Reed	1964	tt0452594,tt0478970,tt5095030,tt0204946
nm0082526	Peter Billingsley	1971	tt0371746,tt6320628,tt0369436,tt0085334
nm0862211	Mike Thurmeier	\N	tt0137523,tt1667889,tt3416828,tt0268380
nm0609549	Greg Mottola	1964	tt0116041,tt0829482,tt1082583,tt1091722
nm0362566	Catherine Hardwicke	1955	tt5941692,tt0328538,tt1099212,tt0355702
nm2676052	Joseph Kosinski	1974	tt3829920,tt1104001,tt1745960,tt1483013
nm0139867	Steve Carr	\N	tt0317303,tt1114740,tt0195945,tt1333125
nm0592808	Christopher Misiano	\N	tt2172103,tt0108757,tt0200276,tt2647586
nm0161834	Derek Cianfrance	1974	tt1120985,tt0176573,tt2547584,tt1817273
nm0962729	Brian Taylor	\N	tt1121931,tt2452242,tt0479884,tt5462326
nm0649117	Niels Arden Oplev	1961	tt9179230,tt1132620,tt0425235,tt2039338
nm0000591	Roman Polanski	1933	tt0071315,tt0074811,tt1139328,tt1692486
nm0525659	Robert Luketic	1973	tt0250494,tt1142988,tt1103153,tt0478087
nm1429471	Jaume Collet-Serra	1974	tt1401152,tt0397065,tt1148204,tt4052882
nm0357453	John Hamburg	1970	tt0970866,tt4501244,tt1155056,tt0343135
nm0771054	Lone Scherfig	1959	tt0329767,tt0243862,tt0134002,tt1174732
nm2305431	Oren Peli	\N	tt1519461,tt1991245,tt2473682,tt1179904
nm0870469	Dan Trachtenberg	\N	tt1190634,tt2085059,tt6736070,tt1179933
nm0718646	Jason Reitman	1977	tt1193138,tt1967545,tt0467406,tt0427944
nm0336620	F. Gary Gray	1969	tt0113118,tt0120768,tt0117603,tt0317740
nm0587955	Bennett Miller	1966	tt0379725,tt1210166,tt0150230,tt1100089
nm0220600	Scott Derrickson	1966	tt1211837,tt2377322,tt0404032,tt1922777
nm3227090	Damien Chazelle	1985	tt2582802,tt1179933,tt3783958,tt1213641
nm0506977	Bradford Lewis	\N	tt1216475,tt0382932,tt0120587,tt2386490
nm0152312	Brenda Chapman	1962	tt0120794,tt1217209,tt0110357,tt0101414
nm0509448	Jonathan Liebesman	1976	tt0282209,tt1291150,tt0259323,tt1217613
nm0855613	John Terlesky	1961	tt0289213,tt0146882,tt0164802,tt0092860
nm1139726	Neil Burger	1963	tt0443543,tt1987680,tt1840309,tt0308411
nm0948159	Wilson Yip	\N	tt0478024,tt1386932,tt1220719,tt2888046
nm0831557	Nicholas Stoller	1976	tt1204342,tt4624424,tt2281587,tt4438848
nm0684336	Steve Pink	\N	tt0119229,tt1231587,tt0146882,tt2637294
nm0340436	Kevin Greutert	1965	tt2300975,tt1233227,tt0482606,tt0120338
nm0381416	Grant Heslov	1963	tt0433383,tt0112715,tt1024648,tt1124035
nm0655683	José Padilha	1967	tt0340468,tt1555149,tt1234721,tt0861739
nm0755261	Daniel Sackheim	\N	tt0120902,tt0221218,tt0412142,tt2356777
nm0003697	Florian Henckel von Donnersmarck	1973	tt5311542,tt1243957,tt0405094,tt0233589
nm0371955	Stuart Hazeldine	1971	tt1258197,tt1431130,tt1480287,tt2872518
nm1206844	Drew Goddard	1975	tt1259521,tt0411008,tt6628394,tt3659388
nm0281508	Ruben Fleischer	1974	\N
nm0466349	Baltasar Kormákur	1966	tt0332381,tt0805576,tt1272878,tt1764275
nm0082450	Paul Feig	1962	tt2404463,tt1289401,tt3079380,tt0193676
nm0640334	Gavin O'Connor	1963	tt2140479,tt0161023,tt1291584,tt0482572
nm1032521	Lorene Scafaria	\N	tt5503686,tt2866360,tt4501454,tt1307068
nm0235719	John Erick Dowdle	1972	tt1781922,tt1314655,tt2870612,tt1082868
nm0174374	Bill Condon	1955	tt0443489,tt0299658,tt0120684,tt0362269
nm0200005	Lee Daniels	1959	tt0929632,tt1327773,tt1496422,tt0361127
nm0007096	Wendey Stanzler	\N	tt3749900,tt0098213,tt0159206,tt1266020
nm0878763	Morten Tyldum	1967	tt2084970,tt0371589,tt1355644,tt1614989
nm1012385	Roar Uthaug	1973	tt2076850,tt0808276,tt1365519,tt3616916
nm0615592	Andy Muschietti	1973	tt1315885,tt7349950,tt1396484,tt2023587
nm0272704	Guy Ferland	1966	tt0106856,tt1520211,tt0109446,tt0288439
nm1783265	Tim Miller	1964	tt0425410,tt1431045,tt9561862,tt6450804
nm1533705	Fred Goss	\N	tt1439629,tt2467372,tt0460676,tt1442437
nm0709056	Peter Ramsey	\N	tt1446192,tt0119654,tt4633694,tt0181689
nm1834213	Gary McKendry	\N	tt1448755,tt2058638,tt0443499
nm0853238	Tate Taylor	1969	tt0383984,tt0874425,tt1454029,tt1399683
nm0185848	Eli Craig	1972	tt2937366,tt0433648,tt1465522,tt2090440
nm0668350	Jamie Payne	\N	tt4604612,tt0808096,tt2402137,tt1778108
nm0317328	Coky Giedroyc	1962	tt4193072,tt2343137,tt0481459,tt1778108
nm1490123	James Wan	1977	tt1477834,tt0387564,tt2820852,tt3065204
nm1243905	Michael Gracey	\N	tt4907198,tt1485796,tt2066051,tt0277941
nm1170855	J.C. Chandor	\N	tt2937898,tt2017038,tt1488606,tt1615147
nm0825407	Björn Stein	1970	tt0446476,tt1179069,tt4836846,tt1496025
nm0393799	Tom Hooper	1972	tt1707386,tt0810819,tt5697572,tt1504320
nm0629272	Andrew Niccol	1964	tt1517260,tt1637688,tt0119177,tt0120382
nm0995597	Christian Taylor	1968	tt0248654,tt0411008,tt3186162,tt0326148
nm1300606	Asger Leth	\N	tt0479046,tt1568338,tt7076560
nm0275629	Glenn Ficarra	\N	tt5555260,tt2381941,tt1045772,tt0239395
nm0118665	Norman Buckley	\N	tt1578873,tt9077540,tt0362359,tt0397442
nm0160840	Jon M. Chu	1979	tt1583421,tt3110958,tt1702443,tt1023481
nm1242054	James Ponsoldt	1978	tt1714206,tt4287320,tt2063781,tt3416744
nm0453518	Jee-woon Kim	1964	tt0456912,tt0901487,tt1588170,tt0365376
nm1220140	James Watkins	1978	tt2368619,tt1596365,tt6271042,tt1020530
nm1174251	Daniel Espinosa	1977	tt1291652,tt1599348,tt0476461,tt5442430
nm1742427	Michaël R. Roskam	1972	tt2586120,tt1821593,tt1600196,tt0428295
nm0716347	Nicolas Winding Refn	1970	tt1974419,tt0862467,tt0780504,tt1602613
nm1654324	Mark McQueen	1980	tt1453245,tt1024855,tt0471041,tt1999525
nm0568192	Terry McDonough	\N	tt0168596,tt0472984,tt3230854,tt0974963
nm0532235	Seth MacFarlane	1973	tt2557490,tt1637725,tt0182576,tt0397306
nm1064048	Nikolaj Arcel	1972	tt1132620,tt1648190,tt1276419,tt0378215
nm0905592	Jeff Wadlow	1976	tt1650554,tt2188671,tt1542768,tt6772950
nm1767218	Lee Toland Krieger	\N	tt1655441,tt1183921,tt0433364,tt1405365
nm0371890	Michel Hazanavicius	1967	tt0464913,tt1167660,tt5687334,tt1655442
nm0862911	Greg Tiernan	1965	tt0090633,tt1620981,tt0096787,tt1700841
nm2588606	Steve McQueen	1969	tt0986233,tt2024544,tt4218572,tt1723811
nm2782185	Rupert Sanders	1971	tt2193628,tt1735898,tt2193614,tt1219827
nm0414910	Rick Jacobson	\N	tt1442449,tt4555364,tt4189022
nm0601781	Rich Moore	1963	tt2948356,tt0149460,tt5848272,tt1772341
nm1650283	Espen Sandberg	1971	tt1029235,tt1613750,tt1790809,tt0416496
nm0322128	Lesli Linka Glatter	\N	tt1578873,tt1796960,tt1520211,tt0114011
nm0001401	Angelina Jolie	1975	tt0824747,tt0493464,tt0172493,tt1587310
nm3363032	Ryan Coogler	1986	tt1825683,tt3076658,tt2334649,tt6343314
nm1410815	Asghar Farhadi	1972	tt5186714,tt2404461,tt1832382,tt1360860
nm0294457	Thor Freudenthal	1972	tt3848206,tt1196141,tt1854564,tt0440979
nm0002083	Carl Franklin	1949	tt0112857,tt1856010,tt0313443,tt0102592
nm0563243	Dan Mazer	1971	tt0889583,tt0443453,tt0241088,tt2244901
nm1119880	Colin Trevorrow	1976	tt4572792,tt0369610,tt8041270,tt1862079
nm0590889	Daniel Minahan	\N	tt1856010,tt2788432,tt0944947,tt0251031
nm0868153	Giuseppe Tornatore	1956	tt0213847,tt0095765,tt1924396,tt0120731
nm2158772	Jeff Nichols	1978	tt1935179,tt2649554,tt1675192,tt4669986
nm0005303	Kimberly Peirce	1967	tt1939659,tt0489281,tt0171804,tt1845296
nm0400850	Patrick Hughes	\N	tt2333784,tt1530983,tt1377575,tt1959563
nm0002077	Dexter Fletcher	1966	tt1727824,tt1083452,tt2481198,tt2066051
nm0679031	Brad Peyton	1978	tt8755226,tt2231461,tt7130298,tt2126355
nm0218621	James DeMonaco	1969	tt2975578,tt6133466,tt2184339,tt4094724
nm0002892	Wally Pfister	1961	tt0482571,tt1375666,tt1345836,tt0468569
nm0930261	Chris Williams	1968	tt2294629,tt3521164,tt0397892,tt2245084
nm1218281	Jon Watts	1981	tt3813310,tt0203119,tt2250912,tt1717499
nm0003802	Uta Briesewitz	1967	tt2261227,tt0475784,tt4574334,tt2375692
nm0440458	Jake Kasdan	1974	tt0120906,tt7975244,tt0841046,tt0473709
nm0118333	Chris Buck	1958	tt0120855,tt4520988,tt2294629,tt0423294
nm0885249	Jean-Marc Vallée	1963	tt1550312,tt1172049,tt0401085,tt0790636
nm1012772	Ciaran Donnelly	\N	tt2306299,tt0758790,tt0810725,tt1695366
nm0853374	Sam Taylor-Johnson	1967	tt1266029,tt2322441,tt1155591,tt0427543
nm0476064	Alex Kurtzman	1973	tt2345759,tt0796366,tt2647544,tt5171438
nm0915304	Scott Waugh	\N	tt2369135,tt5503688,tt1591479,tt0295701
nm0002835	Adam Bernstein	1960	tt0496424,tt0127288,tt0903747,tt2802850
nm2937122	Adrian Molina	\N	tt1453405,tt0382932,tt1979388,tt2380307
nm1259871	John Crowley	1969	tt0332658,tt2218003,tt2381111,tt1078188
nm0238668	Ann Druyan	1949	tt0081846,tt2395695,tt0118884,tt11170862
nm0576298	Olivier Megaton	1965	tt1129442,tt0178655,tt1397280,tt1657507
nm0850733	Genndy Tartakovsky	1970	tt0278238,tt0175058,tt10332508,tt0115157
nm0154716	Stephen Chbosky	1970	tt2543472,tt2771200,tt1659337
nm0004234	Alfonso Gomez-Rejon	\N	tt2582496,tt0473705,tt1024648,tt1844624
nm0533284	David Mackenzie	1966	tt1439572,tt2567712,tt2582782,tt0466816
nm1837748	Josh Boone	1979	tt2582846,tt1831804,tt4682266
nm0899485	Marshall Virtue	\N	tt0381707,tt3450958,tt2661044,tt1535108
nm0197855	John Francis Daley	1985	tt0460627,tt1524930,tt2250912,tt0348333
nm0006969	Elizabeth Banks	1974	tt1951265,tt0903657,tt1951264,tt1392170
nm1762961	Jeff Tomsic	\N	tt3528306,tt1877810,tt2854926,tt1764378
nm5641748	Erica Hayes	\N	tt3398228,tt5950978,tt2861424,tt2341339
nm0319659	Dan Gilroy	1959	tt2872718,tt3731562,tt6000478,tt7043012
nm0500610	David Leitch	\N	tt2406566,tt2911666,tt5463162,tt6806448
nm1049433	Lenny Abrahamson	1966	tt1605717,tt3170832,tt0878674,tt0419420
nm0322144	Richard Glatzer	1952	tt5437928,tt0451176,tt0107045,tt3316960
nm0502954	John R. Leonetti	1956	tt2226417,tt1457767,tt0119707,tt3322940
nm2441608	Amy Winfrey	\N	tt5360196,tt1170236,tt3398228,tt0158983
nm0169806	Taika Waititi	1975	tt2584384,tt4698684,tt3501632,tt3416742
nm0751648	Joe Russo	1971	tt3498820,tt4154796,tt4154756,tt1843866
nm0290556	James Franco	1978	tt1542344,tt3521126,tt2101441,tt0910936
nm0743671	Matt Ross	1970	tt3553976,tt0119094,tt0144084,tt0338751
nm0001338	Brian Helgeland	1961	tt0328107,tt0453562,tt0119488,tt0183790
nm0257775	Anders Engström	1963	tt2309405,tt3139330,tt3647998,tt1604231
nm1002424	Michael Dougherty	1974	tt0862856,tt0348150,tt3850590,tt0290334
nm1168394	Jesse Warn	\N	tt0323571,tt0315738,tt0317877,tt4016454
nm3453283	Dan Kwan	\N	tt4272746,tt4034354,tt6710474,tt11394330
nm1099918	Jeremy Saulnier	1976	tt4062536,tt2359024,tt0465431,tt0878695
nm0003021	Chris McKay	\N	tt4116284,tt0476922,tt1691338,tt1490017
nm1349818	Anna Boden	1979	tt0804497,tt0990413,tt4154664,tt0468489
nm1793079	Fede Alvarez	1978	tt4160708,tt1288558,tt0759954,tt5177088
nm3211470	Robert Eggers	\N	tt7984734,tt11138512,tt4263482,tt1330057
nm1053530	Tom Ford	1961	tt0196229,tt0830515,tt4550098,tt1315981
nm1819973	Ross Duffer	\N	tt4574334,tt0443696,tt2131532,tt2618986
nm0745247	Rodney Rothman	\N	tt3960412,tt4633694,tt2294449,tt0800039
nm2275000	Christian Schwochow	1978	tt1176699,tt5765988,tt6258718,tt1717152
nm1503575	Barry Jenkins	1979	tt4975722,tt7125860,tt1133989,tt0385108
nm1443502	Jordan Peele	1979	tt5052448,tt4139124,tt7349662,tt6857112
nm1356588	Stefano Sollima	1966	tt2049116,tt4025514,tt5052474,tt1893195
nm0475578	Ellen Kuras	1959	tt0795174,tt0162677,tt0338013,tt1157685
nm0839660	Stephen Surjik	\N	tt5232792,tt5675620,tt1312171,tt7949218
nm0792263	Taylor Sheridan	\N	tt3397884,tt2582782,tt5362988,tt4236770
nm3286970	Gabriel Correa	\N	tt1324999,tt0460681,tt0831387,tt5420376
nm0795290	Michael Showalter	1970	tt0130421,tt0243655,tt5462602,tt0443409
nm1093039	Mike Flanagan	1978	tt3748172,tt6763664,tt5606664,tt10970552
nm0487166	Yorgos Lanthimos	1973	tt1379182,tt5083738,tt5715874,tt3464902
nm0708903	Lynne Ramsay	1969	tt0300214,tt0171685,tt1242460,tt5742374
nm3809021	Alper Caglar	\N	tt2471640,tt3345952,tt5813916,tt7158912
nm2379028	Corin Hardy	1975	tt2474976,tt1517237,tt2306546,tt5814060
nm2197025	Deniz Gamze Ergüven	1978	tt0913358,tt5834204,tt5843850,tt3966404
nm0638354	David Nutter	1960	tt0944947,tt0112173,tt0374463,tt0185906
nm2338464	Alex Rodrigo	\N	tt6468322,tt2310670,tt2301959,tt4479736
nm1334526	Simon Kinberg	1973	tt1502712,tt3315342,tt3659388,tt1877832
nm1024677	John Krasinski	1979	tt0491152,tt0386676,tt1230414,tt6644200
nm1719186	Silver Tree	\N	tt1586680,tt8064302,tt6315640,tt7335184
nm0697656	Gina Prince-Bythewood	1969	tt5093452,tt0199725,tt3125324,tt0416212
nm0000876	Noah Baumbach	1969	tt1234654,tt0367089,tt2347569,tt7653254
nm4014166	Cathy Yan	\N	tt7476810,tt7713068,tt10310044,tt4874494
nm2535507	Mukesh Chhabra	\N	tt3863552,tt2338151,tt3390572,tt8110330
nm1396048	Dave Filoni	1974	tt2930604,tt8336340,tt8111088,tt0458290
nm0576987	Fernando Meirelles	1955	tt0317248,tt0861689,tt8404614,tt0387131
