tt0177789	Galaxy Quest	1999	102	Adventure,Comedy,Sci-Fi	nm0661751
tt0180093	Requiem for a Dream	2000	102	Drama	nm0004716
tt0181852	Terminator 3: Rise of the Machines	2003	109	Action,Sci-Fi	nm0609236
tt0181865	Traffic	2000	147	Crime,Drama,Thriller	nm0001752
tt0181875	Almost Famous	2000	122	Adventure,Comedy,Drama	nm0001081
tt0182576	Family Guy	1999	22	Animation,Comedy	nm0585086
tt0182789	Bicentennial Man	1999	132	Comedy,Drama,Sci-Fi	nm0001060
tt0183505	Me, Myself & Irene	2000	116	Comedy	nm0268380
tt0184894	Shanghai Noon	2000	110	Action,Adventure,Comedy	nm0223359
tt0185937	The Blair Witch Project	1999	81	Horror,Mystery	nm0617130
tt0187393	The Patriot	2000	165	Action,Drama,History	nm0000386
tt0187738	Blade II	2002	117	Action,Fantasy,Horror	nm0868219
tt0195685	Erin Brockovich	2000	131	Biography,Drama	nm0001752
tt0195714	Final Destination	2000	98	Horror,Thriller	nm0939128
tt0198781	Monsters, Inc.	2001	92	Adventure,Animation,Comedy	nm0230032
tt0206634	Children of Men	2006	109	Adventure,Drama,Sci-Fi	nm0190859
tt0209144	Memento	2000	113	Mystery,Thriller	nm0634240
tt0212338	Meet the Parents	2000	108	Comedy,Romance	nm0005366
tt0212346	Miss Congeniality	2000	109	Action,Comedy,Crime	nm0677953
tt0212985	Hannibal	2001	131	Crime,Drama,Thriller	nm0000631
tt0213149	Pearl Harbor	2001	183	Action,Drama,History	nm0000881
tt0214341	Dragon Ball Z	1996	24	Action,Adventure,Animation	nm0632788
tt0217869	Unbreakable	2000	106	Drama,Mystery,Sci-Fi	nm0796117
tt0218967	The Family Man	2000	125	Comedy,Drama,Fantasy	nm0711840
tt0221027	Blow	2001	124	Biography,Crime,Drama	nm0001130
tt0223897	Pay It Forward	2000	123	Drama	nm0001460
tt0227445	The Score	2001	124	Action,Crime,Drama	nm0000568
tt0230011	Atlantis: The Lost Empire	2001	95	Action,Adventure,Animation	nm0873779
tt0230600	The Others	2001	101	Horror,Mystery,Thriller	nm0024622
tt0236493	The Mexican	2001	123	Adventure,Comedy,Crime	nm0893659
tt0240772	Ocean's Eleven	2001	116	Crime,Thriller	nm0001752
tt0241303	Chocolat	2000	121	Drama,Romance	nm0002120
tt0241527	Harry Potter and the Sorcerer's Stone	2001	152	Adventure,Family,Fantasy	nm0001060
tt0242423	Dude, Where's My Car?	2000	83	Comedy,Mystery,Sci-Fi	nm0500444
tt0242653	The Matrix Revolutions	2003	129	Action,Sci-Fi	nm0905154
tt0243155	Bridget Jones's Diary	2001	97	Comedy,Drama,Romance	nm0536632
tt0244244	Swordfish	2001	99	Action,Crime,Thriller	nm0784061
tt0245429	Sen to Chihiro no kamikakushi	2001	125	Adventure,Animation,Family	nm0594503
tt0247638	The Princess Diaries	2001	111	Comedy,Family,Romance	nm0005190
tt0248654	Six Feet Under	2001	55	Comedy,Drama	nm0050332
tt0251075	Evolution	2001	101	Comedy,Sci-Fi	nm0718645
tt0251127	How to Lose a Guy in 10 Days	2003	116	Comedy,Romance	nm0677953
tt0251160	John Q	2002	116	Crime,Drama,Thriller	nm0001024
tt0253556	Reign of Fire	2002	101	Action,Adventure,Fantasy	nm0101385
tt0256415	Sweet Home Alabama	2002	108	Comedy,Romance	nm0855035
tt0257044	Road to Perdition	2002	117	Crime,Drama,Thriller	nm0005222
tt0257076	S.W.A.T.	2003	117	Action,Adventure,Crime	nm0424800
tt0258000	Panic Room	2002	112	Crime,Drama,Thriller	nm0000399
tt0258463	The Bourne Identity	2002	119	Action,Mystery,Thriller	nm0510731
tt0259324	Ghost Rider	2007	110	Action,Fantasy,Thriller	nm0425756
tt0259711	Vanilla Sky	2001	136	Fantasy,Mystery,Romance	nm0001081
tt0263488	Jeepers Creepers	2001	90	Horror,Mystery	nm0759207
tt0265208	The Girl Next Door	2004	109	Comedy,Drama,Romance	nm0339004
tt0265459	One Hour Photo	2002	96	Drama,Thriller	nm0738796
tt0265666	The Royal Tenenbaums	2001	110	Comedy,Drama	nm0027572
tt0266308	Batoru rowaiaru	2000	114	Action,Adventure,Drama	nm0297935
tt0266543	Finding Nemo	2003	100	Adventure,Animation,Comedy	nm0004056
tt0268695	The Time Machine	2002	96	Action,Adventure,Sci-Fi	nm0920425
tt0268978	A Beautiful Mind	2001	135	Biography,Drama	nm0000165
tt0272152	K-PAX	2001	120	Drama,Mystery,Sci-Fi	nm0812200
tt0272338	Punch-Drunk Love	2002	95	Comedy,Drama,Romance	nm0000759
tt0274166	Johnny English	2003	89	Action,Adventure,Comedy	nm0398185
tt0276751	About a Boy	2002	101	Comedy,Drama,Romance	nm0919363
tt0276919	Dogville	2003	178	Crime,Drama	nm0001885
tt0277027	I Am Sam	2001	132	Drama	nm0625458
tt0277434	We Were Soldiers	2002	138	Action,Drama,History	nm0908824
tt0279600	Smallville	2001	60	Adventure,Drama,Romance	nm0587692
tt0280590	Mr. Deeds	2002	96	Comedy,Romance	nm0109359
tt0285331	24	2001	44	Action,Crime,Drama	nm0320987
tt0286106	Signs	2002	106	Drama,Mystery,Sci-Fi	nm0796117
tt0286499	Bend It Like Beckham	2002	112	Comedy,Drama,Romance	nm0149446
tt0286716	Hulk	2003	138	Action,Sci-Fi	nm0000487
tt0290334	X2	2003	134	Action,Adventure,Sci-Fi	nm0001741
tt0295297	Harry Potter and the Chamber of Secrets	2002	161	Adventure,Family,Fantasy	nm0001060
tt0295701	xXx	2002	124	Action,Adventure,Thriller	nm0003418
tt0298148	Shrek 2	2004	93	Adventure,Animation,Comedy	nm0038432
tt0299658	Chicago	2002	113	Comedy,Crime,Musical	nm0551128
tt0299977	Ying xiong	2002	120	Action,Adventure,History	nm0955443
tt0302886	Old School	2003	88	Comedy	nm0680846
tt0305357	Charlie's Angels: Full Throttle	2003	106	Action,Adventure,Comedy	nm0629334
tt0306047	Scary Movie 3	2003	84	Comedy,Horror	nm0001878
tt0307453	Shark Tale	2004	90	Adventure,Animation,Comedy	nm1224299
tt0307901	25th Hour	2002	135	Drama	nm0000490
tt0307987	Bad Santa	2003	92	Comedy,Crime,Drama	nm0959062
tt0308644	Finding Neverland	2004	106	Biography,Drama,Family	nm0286975
tt0309593	Final Destination 2	2003	90	Horror,Thriller	nm0254786
tt0309987	The Dreamers	2003	115	Drama,Romance	nm0000934
tt0311113	Master and Commander: The Far Side of the World	2003	138	Action,Adventure,Drama	nm0001837
tt0311429	The League of Extraordinary Gentlemen	2003	110	Action,Adventure,Fantasy	nm0635759
tt0312004	The Curse of the Were-Rabbit	2005	85	Adventure,Animation,Comedy	nm0101508
tt0314353	Tears of the Sun	2003	121	Action,Drama,Thriller	nm0298807
tt0315327	Bruce Almighty	2003	101	Comedy,Fantasy	nm0001723
tt0315733	21 Grams	2003	124	Crime,Drama,Thriller	nm0327944
tt0316654	Spider-Man 2	2004	127	Action,Adventure,Sci-Fi	nm0000600
tt0317198	Bridget Jones: The Edge of Reason	2004	108	Comedy,Drama,Romance	nm0452319
tt0317219	Cars	2006	117	Animation,Comedy,Family	nm0710020
tt0317248	Cidade de Deus	2002	130	Crime,Drama	nm0526199
tt0317919	Mission: Impossible III	2006	126	Action,Adventure,Thriller	nm0009190
tt0318627	Resident Evil: Apocalypse	2004	94	Action,Horror,Sci-Fi	nm0936838
tt0319343	Elf	2003	97	Comedy,Family,Fantasy	nm0269463
tt0320691	Underworld	2003	121	Action,Fantasy,Thriller	nm0936482
tt0322330	Freaky Friday	2003	97	Comedy,Family,Fantasy	nm0914132
tt0325703	Lara Croft Tomb Raider: The Cradle of Life	2003	117	Action,Adventure,Fantasy	nm0000957
tt0325805	Matchstick Men	2003	116	Comedy,Crime,Drama	nm0000631
tt0327056	Mystic River	2003	138	Crime,Drama,Mystery	nm0000142
tt0327554	Catwoman	2004	104	Action,Crime,Fantasy	nm0685759
tt0327597	Coraline	2009	100	Animation,Drama,Family	nm0783139
tt0327850	The Rundown	2003	104	Action,Adventure,Comedy	nm0000916
tt0328828	American Wedding	2003	96	Comedy	nm0245888
tt0330793	The Punisher	2004	124	Action,Crime,Drama	nm0378144
tt0332280	The Notebook	2004	123	Drama,Romance	nm0001024
tt0332379	The School of Rock	2003	109	Comedy,Music	nm0000500
tt0333766	Garden State	2004	102	Comedy,Drama,Romance	nm0103785
tt0337978	Live Free or Die Hard	2007	128	Action,Thriller	nm0936482
